Q_W,mdot_kgs,Tin_C,w_mm,k_WmK,Tout_C,Tmax_C,region
332.5069978199489,0.05736298273984388,27.343516154273118,2.0631466164905508,278.78042460938553,28.758741315041977,47.86540351329229,central_interpolation
171.31108795721687,0.06169037501993209,15.134398753844376,2.156165170811809,225.02008756525072,16.10438217457391,25.545562260461544,central_interpolation
390.43244234751853,0.02987518210545994,34.28853795019148,1.2287911148025512,252.5407962798798,37.217452429334166,68.35165246117303,combined_thermal_extreme
277.1401846208812,0.04070886206570776,16.510607185082975,1.5433914945453406,208.65475126493456,18.14140577788869,38.224647593588806,central_interpolation
98.20507571808464,0.020854015663551412,24.582150880464884,2.136140421592509,382.57077936920587,25.673181119410593,35.77414565584634,low_flow_boundary
104.97238800674181,0.07849819457030754,19.406673598836854,2.1231587299442216,273.55854447898747,19.740515820188243,24.299374335466943,central_interpolation
315.10900080061083,0.06628024804614356,26.13037534910985,2.1982081043681365,127.28044632309357,27.295249348529733,49.74886331415232,central_interpolation
116.15105568909486,0.029195708943729547,20.95488981193918,1.7375310717663766,274.8764017106623,22.076282293002606,31.175511739666632,central_interpolation
244.03945835513156,0.06081332187799748,33.27513808383033,2.1529712792491873,145.88444134926345,34.24651004619627,51.699445435757184,central_interpolation
429.35373704273184,0.03746949322113723,23.42264647170143,1.3197255518189615,392.22916748386086,26.35163503415966,54.354416295773085,central_interpolation
51.532908810502356,0.06974304326668954,28.573555560079292,1.744815872019891,159.35669223572248,28.73242339892293,31.877318333749415,central_interpolation
56.34177422581552,0.07562877370805107,20.28869422314243,2.4643181990014504,294.23376671155813,20.41414265634597,22.8592306812003,central_interpolation
429.85485258841874,0.06088774517316832,15.412380697997872,2.1299241164011655,123.68190271096134,16.99852799885927,49.23189095275878,central_interpolation
273.62435405631834,0.011369373186534682,23.588283881782118,1.2112095817358006,289.1681882256156,29.065074211803513,71.10405774260629,low_flow_boundary
98.54306563583127,0.044831260922281284,26.400337903113666,2.7319882100490496,218.08152745075938,26.96680979723777,33.97310074048215,central_interpolation
393.2180914059408,0.0516137513331625,24.765376964312193,1.8801488651775808,245.5785945790206,26.893466337156255,51.272655186684524,central_interpolation
386.74546479884225,0.07793882629036676,35.44280523115077,1.8211443311188615,274.44468400952815,36.696960263613,54.43149123591658,central_interpolation
255.096658015101,0.06906918085093086,37.10420196610452,1.910440371045967,385.65776091877007,38.0895241467141,49.389959314632144,central_interpolation
287.8354514217394,0.05624448056083811,36.15798326328965,1.9460303079775865,261.9257646538282,37.31857439487478,53.86820948014221,central_interpolation
154.4941007490852,0.04669864033364737,21.270026919171904,2.1175601614413013,251.05319551362948,22.023706861966293,32.59751011977725,central_interpolation
69.32378386229198,0.026673923512178923,31.767382191651865,2.207311962726936,294.27364682961934,32.535941922383,38.918725452723756,central_interpolation
277.4221104007556,0.032509466283562265,26.805617435365544,2.1325509140472056,220.64852860589423,29.145521423477867,53.28952759631121,central_interpolation
162.74386140005686,0.03566058694098035,37.13756501349121,1.804392535441761,289.1813825797115,38.45098413329794,50.11159183011778,central_interpolation
303.8350503475846,0.04702316322529651,35.94938050939946,1.9197302508801544,241.1413858422967,37.61373890531959,57.96802621372595,central_interpolation
369.86378014229496,0.08298104976580531,28.897227994711237,1.7950482280686668,367.78681294284064,29.967289825379773,45.58909195747492,central_interpolation
56.946408047244255,0.05532466387610117,34.0998589621595,2.1120345197348307,252.5741695320981,34.3772110234527,37.42742408657592,central_interpolation
277.86051881729077,0.038294930285331555,30.422192487784,1.8489031269301364,296.71764181993933,32.042516670206474,52.27935461250762,central_interpolation
